"kingdom";"phylum";"class";"order";"family";"genus";"species";"speciesStatus";"allBarcodes";"ariseBarcodes";"otherBarcodes";"speciesOccurrenceStatus";"collected";"speciesLocality"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa dumetorum";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa vosagiaca";"Unwanted";"0";"0";"0";"1";"3";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa ×suberectiformis";"Wanted";"1";"1";"0";"1";"0";"Netherlands"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa ×inodora";"Wanted";"0";"0";"0";"1";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa tomentosa";"Unwanted";"6";"3";"3";"1";"0";"Netherlands; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa corymbifera";"Unwanted";"3";"1";"2";"1a";"0";"Greece; Netherlands; Portugal"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa rugosa";"Unwanted";"23";"3";"20";"2a";"0";"Canada; China; Denmark; Finland; Netherlands; Norway; United Kingdom; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa rubiginosa";"Unwanted";"22";"4";"18";"1a";"0";"Canada; Finland; Luxembourg; Netherlands; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa spinosissima";"Unwanted";"16";"2";"14";"1a";"0";"Canada; China; Denmark; Finland; Netherlands; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa majalis";"Wanted";"3";"0";"3";"2a";"0";"Finland; Norway"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa arvensis";"Unwanted";"6";"2";"4";"1a";"0";"Italy; Netherlands; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa ×subcollina";"Wanted";"0";"0";"0";"1";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa sherardii";"Unwanted";"8";"1";"7";"1";"0";"Finland; Netherlands; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa ×subcanina";"Wanted";"0";"0";"0";"1";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa tomentella";"Unwanted";"3";"3";"0";"1";"0";"Netherlands"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa chinensis";"Wanted";"7";"0";"7";"0";"0";"China; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa alba";"Wanted";"1";"0";"1";"0";"0";"Norway"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa anemoniflora";"Wanted";"2";"0";"2";"0";"0";"China"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa agrestis";"Unwanted";"4";"1";"3";"1";"0";"Italy; Netherlands; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa caesia";"Unwanted";"7";"1";"6";"1";"0";"France; Netherlands; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa villosa";"Unwanted";"5";"1";"4";"2b";"0";"Finland; Netherlands; Norway"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa foetida";"Wanted";"1";"0";"1";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa nitida";"Wanted";"2";"0";"2";"2d";"0";"Canada"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa cantiana";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa virginiana";"Wanted";"5";"0";"5";"2d";"0";"Canada"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa stylosa";"Wanted";"4";"0";"4";"3a";"0";"United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa multiflora";"Wanted";"30";"0";"30";"2d";"0";"Canada; China; Japan; Norway; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosa";"Rosa glauca";"Wanted";"6";"0";"6";"2d";"0";"Finland; Norway; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla hybrida";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla alpina";"Wanted";"16";"0";"16";"0a";"0";"Finland; Greenland; Norway; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla glaucescens";"Wanted";"16";"0";"16";"1b";"0";"Canada; Finland; Ireland; Norway; Sweden; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla mollis";"Unwanted";"14";"3";"11";"2b";"0";"Canada; Netherlands; Norway; Sweden; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla xanthochlora";"Wanted";"8";"0";"8";"1a";"0";"Canada; Finland; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla subcrenata";"Wanted";"10";"0";"10";"1a";"0";"Austria; Canada; Finland; Norway"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla monticola";"Wanted";"12";"0";"12";"1a";"0";"Canada; Finland; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla micans";"Wanted";"14";"0";"14";"1a";"0";"Canada; Finland; Norway; Poland; Sweden; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla glabra";"Unwanted";"16";"2";"14";"1a";"0";"Canada; Finland; Netherlands; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla filicaulis";"Wanted";"23";"0";"23";"1a";"0";"Canada; Finland; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Alchemilla";"Alchemilla acutiloba";"Priority";"0";"0";"0";"1a";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Pyrus";"Pyrus pyraster";"Wanted";"1";"0";"1";"0a";"0";"United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Pyrus";"Pyrus calleryana";"Wanted";"7";"0";"7";"0a";"0";"China; Egypt; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Pyrus";"Pyrus communis";"Unwanted";"19";"1";"18";"1a";"0";"Canada; China; Finland; Greece; Netherlands; United Kingdom; United State of America; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Pyrus";"Pyrus salicifolia";"Wanted";"2";"0";"2";"0a";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla arguta";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla italica";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla alba";"Wanted";"2";"0";"2";"0a";"0";"Poland"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla inclinata";"Wanted";"5";"0";"5";"0";"0";"Canada; Turkiye"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla mixta";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla atrosanguinea";"Wanted";"3";"0";"3";"0";"0";"Norway"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla rivalis";"Wanted";"1";"0";"1";"0";"0";"Canada"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla argyrophylla";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla norvegica";"Unwanted";"29";"2";"27";"2a";"0";"Austria; Canada; Finland; Netherlands; Norway; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla micrantha";"Wanted";"2";"0";"2";"2d";"0";"Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla supina";"Unwanted";"20";"3";"17";"1a";"0";"Canada; China; Finland; Netherlands; Pakistan; Turkiye"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla reptans";"Unwanted";"21";"3";"18";"1a";"0";"Canada; Finland; Nepal; Netherlands; Portugal; Switzerland; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla recta";"Unwanted";"15";"2";"13";"2a";"0";"Canada; Finland; Netherlands; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla intermedia";"Unwanted";"12";"3";"9";"2a";"0";"Canada; Finland; Netherlands"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla indica";"Unwanted";"18";"3";"15";"2b";"0";"Canada; China; Netherlands; Pakistan; Portugal; Sri Lanka; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla erecta";"Unwanted";"18";"4";"14";"1a";"0";"Canada; Denmark; Finland; Netherlands; Norway; Portugal; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla argentea";"Unwanted";"15";"2";"13";"1a";"0";"Canada; Netherlands; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla anserina";"Unwanted";"36";"3";"33";"1a";"0";"Canada; Finland; Netherlands; Norway; Sweden; United Kingdom; United State of America; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla anglica";"Unwanted";"13";"2";"11";"1a";"0";"Canada; Finland; Netherlands; Portugal; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla hybrida";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla multifida";"Wanted";"5";"0";"5";"0";"0";"Canada; Finland; Sweden"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla sterilis";"Unwanted";"12";"3";"9";"1a";"0";"Netherlands; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla verna";"Wanted";"17";"0";"17";"1a";"0";"Canada; Finland; Luxembourg; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Potentilla";"Potentilla suberecta";"Unwanted";"0";"0";"0";"1a";"3";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Malus";"Malus domestica";"Wanted";"29";"0";"29";"2d";"0";"Canada; China; Finland; Russia; United Kingdom; United State of America; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Malus";"Malus floribunda";"Wanted";"3";"0";"3";"0";"0";"Russia"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Malus";"Malus transitoria";"Wanted";"6";"0";"6";"0";"0";"Russia"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Malus";"Malus sieboldii";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Malus";"Malus prunifolia";"Wanted";"7";"0";"7";"0";"0";"Canada; Russia; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Malus";"Malus halliana";"Wanted";"4";"0";"4";"0";"0";"China"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Malus";"Malus baccata";"Wanted";"16";"0";"16";"0";"0";"Canada; Finland; Japan; Russia; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Malus";"Malus spectabilis";"Wanted";"2";"0";"2";"0";"0";"Russia"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Malus";"Malus sylvestris";"Unwanted";"17";"2";"15";"1a";"0";"Netherlands; Norway; Poland; Portugal; Russia; United Kingdom; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus calycina";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus lavallei";"Wanted";"0";"0";"0";"2d";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus coccinea";"Wanted";"2";"0";"2";"0";"0";"Canada"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus kyrtostyla";"Wanted";"0";"0";"0";"0a";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus subsphaerica";"Wanted";"1";"0";"1";"0a";"0";"Russia"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus submollis";"Wanted";"7";"0";"7";"4";"0";"Canada; Finland"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus pedicellata";"Wanted";"0";"0";"0";"2";"2";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus monogyna";"Unwanted";"44";"2";"42";"1a";"0";"Canada; Finland; France; Italy; Lebanon; Netherlands; Portugal; Russia; Sweden; Switzerland; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus laevigata";"Unwanted";"22";"3";"19";"1a";"0";"Canada; Netherlands; Switzerland; Ukraine; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus schumacheri";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus persimilis";"Wanted";"3";"0";"3";"2d";"0";"Canada"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus media";"Priority";"0";"0";"0";"1a";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus rhipidophylla";"Unwanted";"15";"3";"12";"3a";"0";"Czechia; Finland; Netherlands; Norway; Russia; Sweden"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus ×macrocarpa";"Wanted";"0";"0";"0";"3a";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus";"Crataegus crus-galli";"Wanted";"11";"0";"11";"2d";"0";"Canada; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus decora";"Wanted";"6";"0";"6";"0";"0";"Canada; Greenland"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus domestica";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus liljeforsii";"Wanted";"0";"0";"0";"2";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus austriaca";"Wanted";"0";"0";"0";"3c";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus torminalis";"Wanted";"12";"0";"12";"0";"0";"Lebanon; Poland; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus hybrida";"Wanted";"8";"0";"8";"2d";"0";"Canada; Finland; Norway"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus aucuparia";"Unwanted";"27";"2";"25";"1a";"0";"Canada; Denmark; Finland; Greece; Netherlands; Norway; United Kingdom; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus latifolia";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus americana";"Wanted";"6";"0";"6";"0";"0";"Canada"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus thuringiaca";"Wanted";"0";"0";"0";"2d";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus intermedia";"Wanted";"13";"0";"13";"2d";"0";"Canada; Denmark; Finland; Norway; Poland"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus";"Sorbus aria";"Wanted";"12";"0";"12";"2c";"0";"Finland; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Aronia";"Aronia arbutifolia";"Wanted";"6";"0";"6";"2d";"0";"Canada; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Aronia";"Aronia prunifolia";"Wanted";"4";"0";"4";"2a";"0";"United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Aronia";"Aronia melanocarpa";"Wanted";"9";"0";"9";"2d";"0";"Canada"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Chaenomeles";"Chaenomeles japonica";"Wanted";"3";"0";"3";"2";"0";"Canada"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Chaenomeles";"Chaenomeles speciosa";"Wanted";"11";"0";"11";"2";"0";"China; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Chaenomeles";"Chaenomeles superba";"Wanted";"0";"0";"0";"2d";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Pyracantha";"Pyracantha coccinea";"Wanted";"15";"0";"15";"2d";"0";"France; Italy; Portugal; South Africa; United State of America; Uruguay"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Photinia";"Photinia davidiana";"Wanted";"0";"0";"0";"0a";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus gondouinii";"Wanted";"0";"0";"0";"0a";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus lusitanica";"Wanted";"16";"0";"16";"0a";"0";"Spain; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus serrulata";"Wanted";"9";"0";"9";"0a";"0";"China; Japan"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus virginiana";"Wanted";"36";"0";"36";"2";"0";"Canada; Finland; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus tenella";"Wanted";"3";"0";"3";"0";"0";"Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus incisa";"Wanted";"2";"0";"2";"0a";"0";"Japan"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus spinosa";"Unwanted";"24";"2";"22";"1a";"0";"Canada; Finland; Italy; Netherlands; Switzerland; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus serotina";"Unwanted";"27";"2";"25";"2a";"0";"Canada; Denmark; Netherlands; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus padus";"Unwanted";"24";"1";"23";"1a";"0";"Canada; China; Finland; Japan; Netherlands; Norway; Sweden; United Kingdom; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus mahaleb";"Unwanted";"13";"1";"12";"2a";"0";"Canada; Italy; Lebanon; Netherlands; Portugal"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus cerasifera";"Wanted";"15";"0";"15";"2b";"0";"Canada; China; France; Italy"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus avium";"Unwanted";"23";"2";"21";"1a";"0";"Canada; Italy; Netherlands; Norway; United Kingdom; United State of America; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus triloba";"Wanted";"8";"0";"8";"0";"0";"China; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus fruticans";"Wanted";"0";"0";"0";"3a";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus persica";"Wanted";"28";"0";"28";"3a";"0";"Canada; China; Italy; South Africa; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus laurocerasus";"Wanted";"14";"0";"14";"2d";"0";"Canada; China; France; Italy; Switzerland; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus dulcis";"Wanted";"1";"0";"1";"3a";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus domestica";"Wanted";"28";"0";"28";"2d";"0";"Canada; Finland; Greece; Italy; Norway; Portugal; United Kingdom; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus cerasus";"Wanted";"17";"0";"17";"2d";"0";"Canada; Finland; Italy; United Kingdom; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";"Prunus armeniaca";"Wanted";"20";"0";"20";"3a";"0";"China; Italy; Unrecoverable"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Dasiphora";"Dasiphora fruticosa";"Wanted";"26";"0";"26";"2d";"0";"Canada; China; Finland; Nepal; Norway; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Waldsteinia";"Waldsteinia ternata";"Wanted";"1";"0";"1";"0a";"0";"Norway"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Waldsteinia";"Waldsteinia geoides";"Wanted";"0";"0";"0";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Cydonia";"Cydonia oblonga";"Wanted";"7";"0";"7";"2d";"0";"Canada; China"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rubus sect. Rubus";"Rubus sect. Rubus ammobius";"Wanted";"1";"0";"1";"0a";"0";"Germany"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Aphanes";"Aphanes arvensis";"Unwanted";"18";"1";"17";"1a";"0";"Canada; Netherlands; Norway; Portugal; Sweden; Switzerland; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Aphanes";"Aphanes australis";"Unwanted";"10";"2";"8";"1a";"0";"Canada; Netherlands; Portugal; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Amelanchier";"Amelanchier ovalis";"Wanted";"3";"0";"3";"0";"0";""
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Amelanchier";"Amelanchier lamarckii";"Unwanted";"10";"3";"7";"2a";"0";"Canada; Finland; Netherlands"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Amelanchier";"Amelanchier canadensis";"Wanted";"10";"0";"10";"2d";"0";"Canada; Russia"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Amelanchier";"Amelanchier spicata";"Wanted";"12";"0";"12";"0";"0";"Canada; Finland; Russia"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rhodotypos";"Rhodotypos scandens";"Wanted";"5";"0";"5";"0";"0";"Canada; Japan; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Kerria";"Kerria japonica";"Wanted";"17";"0";"17";"0a";"0";"Canada; China; Japan"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sanguisorba";"Sanguisorba officinalis";"Unwanted";"27";"3";"24";"1a";"0";"Canada; China; Finland; Netherlands; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Poterium";"Poterium sanguisorba";"Wanted";"6";"0";"6";"1a";"0";"Canada; United Kingdom; United State of America"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Filipendula";"Filipendula ulmaria";"Unwanted";"26";"3";"23";"1a";"0";"Canada; Netherlands; Norway; United Kingdom"
"Plantae";"Tracheophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Filipendula";"Filipendula vulgaris";"Wanted";"14";"0";"14";"1a";"0";"Canada; Finland; Italy; Norway; Portugal; United Kingdom"
